sample_id,user_id,fold,label,c0_prediction,c1_prediction,c0_correct,c1_correct,outcome
train__c11__user22__4-3-2,user22,2,11,23,23,False,False,both_wrong
train__c11__user22__4-3-3,user22,2,11,23,19,False,False,both_wrong
train__c11__user22__5-2-1,user22,2,11,23,19,False,False,both_wrong
train__c11__user22__5-2-2,user22,2,11,19,19,False,False,both_wrong
train__c11__user22__5-2-3,user22,2,11,19,19,False,False,both_wrong
train__c11__user2__5-2-1,user2,1,11,10,10,False,False,both_wrong
train__c11__user2__5-2-2,user2,1,11,10,10,False,False,both_wrong
train__c11__user2__5-2-3,user2,1,11,10,10,False,False,both_wrong
train__c11__user2__7-2-1,user2,1,11,11,11,True,True,both_correct
train__c11__user2__7-2-2,user2,1,11,11,11,True,True,both_correct
train__c11__user2__7-2-3,user2,1,11,10,4,False,False,both_wrong
train__c11__user3__3-1-1,user3,0,11,11,11,True,True,both_correct
train__c11__user3__3-1-2,user3,0,11,11,11,True,True,both_correct
train__c11__user3__3-1-3,user3,0,11,9,9,False,False,both_wrong
train__c11__user3__4-1-1,user3,0,11,24,24,False,False,both_wrong
train__c11__user3__4-1-2,user3,0,11,24,7,False,False,both_wrong
train__c11__user5__1-2-1,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__1-2-2,user5,2,11,7,1,False,False,both_wrong
train__c11__user5__1-2-3,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__2-1-1,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__2-1-2,user5,2,11,17,18,False,False,both_wrong
train__c11__user5__2-1-3,user5,2,11,7,17,False,False,both_wrong
train__c11__user5__3-2-1,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__3-2-2,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__3-2-3,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__6-2-1,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__6-2-2,user5,2,11,7,7,False,False,both_wrong
train__c11__user5__6-2-3,user5,2,11,7,7,False,False,both_wrong
train__c11__user6__1-2-1,user6,2,11,7,11,False,True,c1_only
train__c11__user6__1-2-2,user6,2,11,7,11,False,True,c1_only
train__c11__user6__1-2-3,user6,2,11,7,11,False,True,c1_only
train__c11__user6__3-2-1,user6,2,11,7,7,False,False,both_wrong
train__c11__user6__3-2-2,user6,2,11,7,7,False,False,both_wrong
train__c11__user6__3-2-3,user6,2,11,37,37,False,False,both_wrong
train__c11__user6__5-2-1,user6,2,11,7,7,False,False,both_wrong
train__c11__user6__5-2-2,user6,2,11,7,7,False,False,both_wrong
train__c11__user6__5-2-3,user6,2,11,7,7,False,False,both_wrong
train__c11__user7__7-2-1,user7,2,11,11,11,True,True,both_correct
train__c11__user7__7-2-2,user7,2,11,7,7,False,False,both_wrong
train__c11__user7__7-2-3,user7,2,11,7,7,False,False,both_wrong
train__c11__user8__4-2-1,user8,1,11,10,10,False,False,both_wrong
train__c11__user8__4-2-2,user8,1,11,9,9,False,False,both_wrong
train__c11__user8__4-2-3,user8,1,11,10,10,False,False,both_wrong
train__c11__user8__6-2-1,user8,1,11,9,9,False,False,both_wrong
train__c11__user8__6-2-2,user8,1,11,9,8,False,False,both_wrong
train__c11__user8__6-2-3,user8,1,11,7,10,False,False,both_wrong
train__c11__user8__7-2-1,user8,1,11,10,10,False,False,both_wrong
train__c11__user8__7-2-2,user8,1,11,10,10,False,False,both_wrong
train__c11__user8__7-2-3,user8,1,11,10,10,False,False,both_wrong
train__c11__user9__2-3-1,user9,0,11,11,7,True,False,c0_only
train__c11__user9__2-3-2,user9,0,11,11,7,True,False,c0_only
train__c11__user9__2-3-3,user9,0,11,11,7,True,False,c0_only
train__c12__user16__3-1-1,user16,1,12,12,12,True,True,both_correct
train__c12__user16__3-1-2,user16,1,12,12,12,True,True,both_correct
train__c12__user16__3-1-3,user16,1,12,12,12,True,True,both_correct
train__c12__user16__6-2-1,user16,1,12,12,12,True,True,both_correct
train__c12__user16__6-2-2,user16,1,12,12,12,True,True,both_correct
train__c12__user16__6-2-3,user16,1,12,12,12,True,True,both_correct
train__c12__user18__3-1-1,user18,0,12,9,9,False,False,both_wrong
train__c12__user18__3-1-2,user18,0,12,13,13,False,False,both_wrong
train__c12__user18__3-1-3,user18,0,12,13,13,False,False,both_wrong
train__c12__user19__3-3-1,user19,2,12,12,12,True,True,both_correct
train__c12__user19__3-3-2,user19,2,12,12,12,True,True,both_correct
train__c12__user19__3-3-3,user19,2,12,12,12,True,True,both_correct
train__c12__user19__7-2-1,user19,2,12,12,12,True,True,both_correct
train__c12__user19__7-2-2,user19,2,12,12,12,True,True,both_correct
train__c12__user19__7-2-3,user19,2,12,12,12,True,True,both_correct
train__c12__user1__6-2-1,user1,1,12,12,12,True,True,both_correct
train__c12__user1__6-2-2,user1,1,12,12,12,True,True,both_correct
train__c12__user1__6-2-3,user1,1,12,12,12,True,True,both_correct
train__c12__user20__2-1-1,user20,0,12,20,12,False,True,c1_only
train__c12__user20__2-1-2,user20,0,12,28,28,False,False,both_wrong
train__c12__user20__2-1-3,user20,0,12,20,32,False,False,both_wrong
train__c12__user20__3-2-1,user20,0,12,17,17,False,False,both_wrong
train__c12__user20__3-2-2,user20,0,12,17,17,False,False,both_wrong
train__c12__user20__3-2-3,user20,0,12,17,17,False,False,both_wrong
train__c12__user21__2-1-1,user21,0,12,9,9,False,False,both_wrong
train__c12__user21__2-1-2,user21,0,12,9,9,False,False,both_wrong
train__c12__user21__2-1-3,user21,0,12,9,9,False,False,both_wrong
train__c12__user2__3-1-1,user2,1,12,12,34,True,False,c0_only
train__c12__user2__3-1-2,user2,1,12,29,13,False,False,both_wrong
train__c12__user2__3-1-3,user2,1,12,29,12,False,True,c1_only
train__c12__user3__6-2-1,user3,0,12,12,12,True,True,both_correct
train__c12__user3__6-2-2,user3,0,12,13,13,False,False,both_wrong
train__c12__user3__6-2-3,user3,0,12,12,12,True,True,both_correct
train__c12__user5__3-1-1,user5,2,12,13,13,False,False,both_wrong
train__c12__user5__3-1-2,user5,2,12,13,13,False,False,both_wrong
train__c12__user5__3-1-3,user5,2,12,13,13,False,False,both_wrong
train__c12__user6__3-1-1,user6,2,12,12,12,True,True,both_correct
train__c12__user6__3-1-2,user6,2,12,12,13,True,False,c0_only
train__c12__user6__3-1-3,user6,2,12,13,13,False,False,both_wrong
train__c12__user6__6-2-1,user6,2,12,36,36,False,False,both_wrong
train__c12__user6__6-2-2,user6,2,12,9,15,False,False,both_wrong
train__c12__user6__6-2-3,user6,2,12,36,15,False,False,both_wrong
train__c12__user7__3-1-1,user7,2,12,13,13,False,False,both_wrong
train__c12__user7__3-1-2,user7,2,12,13,13,False,False,both_wrong
train__c12__user7__3-1-3,user7,2,12,13,13,False,False,both_wrong
train__c12__user8__3-1-1,user8,1,12,0,0,False,False,both_wrong
train__c12__user8__3-1-2,user8,1,12,0,0,False,False,both_wrong
train__c12__user8__3-1-3,user8,1,12,0,15,False,False,both_wrong
train__c12__user9__3-3-1,user9,0,12,32,12,False,True,c1_only
train__c12__user9__3-3-2,user9,0,12,36,36,False,False,both_wrong
train__c12__user9__3-3-3,user9,0,12,12,12,True,True,both_correct
train__c12__user9__7-2-1,user9,0,12,32,34,False,False,both_wrong
train__c12__user9__7-2-2,user9,0,12,34,34,False,False,both_wrong
train__c12__user9__7-2-3,user9,0,12,32,32,False,False,both_wrong
train__c13__user16__3-1-1,user16,1,13,12,12,False,False,both_wrong
train__c13__user16__3-1-2,user16,1,13,12,13,False,True,c1_only
train__c13__user16__3-1-3,user16,1,13,12,13,False,True,c1_only
train__c13__user18__3-1-1,user18,0,13,13,13,True,True,both_correct
train__c13__user18__3-1-2,user18,0,13,13,13,True,True,both_correct
train__c13__user18__3-1-3,user18,0,13,13,13,True,True,both_correct
train__c13__user19__3-3-1,user19,2,13,12,13,False,True,c1_only
train__c13__user19__3-3-2,user19,2,13,12,12,False,False,both_wrong
train__c13__user19__3-3-3,user19,2,13,36,36,False,False,both_wrong
train__c13__user19__7-2-1,user19,2,13,9,12,False,False,both_wrong
train__c13__user19__7-2-2,user19,2,13,9,12,False,False,both_wrong
train__c13__user19__7-2-3,user19,2,13,12,12,False,False,both_wrong
train__c13__user1__3-2-1,user1,1,13,12,13,False,True,c1_only
train__c13__user1__3-2-2,user1,1,13,12,13,False,True,c1_only
train__c13__user1__3-2-3,user1,1,13,12,13,False,True,c1_only
train__c13__user20__2-1-1,user20,0,13,20,32,False,False,both_wrong
train__c13__user20__2-1-2,user20,0,13,20,32,False,False,both_wrong
train__c13__user20__2-1-3,user20,0,13,12,12,False,False,both_wrong
train__c13__user20__3-2-1,user20,0,13,17,17,False,False,both_wrong
train__c13__user20__3-2-2,user20,0,13,17,17,False,False,both_wrong
train__c13__user20__3-2-3,user20,0,13,17,17,False,False,both_wrong
train__c13__user20__6-3-1,user20,0,13,12,12,False,False,both_wrong
train__c13__user20__6-3-2,user20,0,13,12,12,False,False,both_wrong
train__c13__user20__6-3-3,user20,0,13,29,29,False,False,both_wrong
train__c13__user21__2-1-1,user21,0,13,9,9,False,False,both_wrong
train__c13__user21__2-1-2,user21,0,13,9,9,False,False,both_wrong
train__c13__user21__2-1-3,user21,0,13,9,9,False,False,both_wrong
train__c13__user2__3-1-1,user2,1,13,31,20,False,False,both_wrong
train__c13__user2__3-1-2,user2,1,13,29,13,False,True,c1_only
train__c13__user2__3-1-3,user2,1,13,29,13,False,True,c1_only
train__c13__user5__5-1-1,user5,2,13,0,0,False,False,both_wrong
train__c13__user5__5-1-2,user5,2,13,0,0,False,False,both_wrong
train__c13__user5__5-1-3,user5,2,13,0,0,False,False,both_wrong
train__c13__user5__7-2-1,user5,2,13,0,0,False,False,both_wrong
train__c13__user5__7-2-2,user5,2,13,0,0,False,False,both_wrong
train__c13__user5__7-2-3,user5,2,13,0,0,False,False,both_wrong
train__c13__user6__3-1-1,user6,2,13,12,12,False,False,both_wrong
train__c13__user6__3-1-2,user6,2,13,36,36,False,False,both_wrong
train__c13__user6__3-1-3,user6,2,13,12,13,False,True,c1_only
train__c13__user7__3-1-1,user7,2,13,13,13,True,True,both_correct
train__c13__user7__3-1-2,user7,2,13,13,13,True,True,both_correct
train__c13__user7__3-1-3,user7,2,13,15,13,False,True,c1_only
train__c13__user8__3-1-1,user8,1,13,0,0,False,False,both_wrong
train__c13__user8__3-1-3,user8,1,13,0,32,False,False,both_wrong
train__c13__user9__3-3-1,user9,0,13,36,36,False,False,both_wrong
train__c13__user9__3-3-2,user9,0,13,13,13,True,True,both_correct
train__c13__user9__3-3-3,user9,0,13,13,13,True,True,both_correct
train__c13__user9__7-2-1,user9,0,13,34,34,False,False,both_wrong
train__c13__user9__7-2-2,user9,0,13,12,12,False,False,both_wrong
train__c13__user9__7-2-3,user9,0,13,34,34,False,False,both_wrong
train__c14__user16__3-2-1,user16,1,14,9,9,False,False,both_wrong
train__c14__user16__3-2-2,user16,1,14,9,9,False,False,both_wrong
train__c14__user16__3-2-3,user16,1,14,9,9,False,False,both_wrong
train__c14__user18__3-2-1,user18,0,14,9,9,False,False,both_wrong
train__c14__user18__3-2-2,user18,0,14,9,9,False,False,both_wrong
train__c14__user18__3-2-3,user18,0,14,9,9,False,False,both_wrong
train__c14__user1__1-2-1,user1,1,14,10,4,False,False,both_wrong
train__c14__user1__1-2-2,user1,1,14,10,11,False,False,both_wrong
train__c14__user1__4-1-1,user1,1,14,6,6,False,False,both_wrong
train__c14__user1__4-1-2,user1,1,14,6,6,False,False,both_wrong
train__c14__user1__4-1-3,user1,1,14,6,6,False,False,both_wrong
train__c14__user20__3-1-1,user20,0,14,11,11,False,False,both_wrong
train__c14__user20__3-1-2,user20,0,14,39,6,False,False,both_wrong
train__c14__user20__3-1-3,user20,0,14,39,7,False,False,both_wrong
train__c14__user22__2-1-1,user22,2,14,9,9,False,False,both_wrong
train__c14__user22__2-1-2,user22,2,14,9,9,False,False,both_wrong
train__c14__user22__2-1-3,user22,2,14,9,9,False,False,both_wrong
train__c14__user3__3-1-1,user3,0,14,11,7,False,False,both_wrong
train__c14__user3__3-1-2,user3,0,14,11,11,False,False,both_wrong
train__c14__user3__3-1-3,user3,0,14,11,9,False,False,both_wrong
train__c14__user6__3-2-1,user6,2,14,6,6,False,False,both_wrong
train__c14__user6__3-2-2,user6,2,14,6,38,False,False,both_wrong
train__c14__user6__3-2-3,user6,2,14,5,5,False,False,both_wrong
train__c14__user7__3-2-1,user7,2,14,5,38,False,False,both_wrong
train__c14__user7__3-2-2,user7,2,14,5,38,False,False,both_wrong
train__c14__user7__3-2-3,user7,2,14,5,9,False,False,both_wrong
train__c14__user8__3-2-1,user8,1,14,6,29,False,False,both_wrong
train__c14__user8__3-2-2,user8,1,14,15,15,False,False,both_wrong
train__c14__user8__3-2-3,user8,1,14,7,4,False,False,both_wrong
train__c15__user16__3-3-1,user16,1,15,17,17,False,False,both_wrong
train__c15__user16__3-3-2,user16,1,15,12,17,False,False,both_wrong
train__c15__user16__3-3-3,user16,1,15,12,17,False,False,both_wrong
train__c15__user16__6-2-1,user16,1,15,9,15,False,True,c1_only
train__c15__user16__6-2-2,user16,1,15,9,15,False,True,c1_only
train__c15__user16__6-2-3,user16,1,15,9,15,False,True,c1_only
train__c15__user18__2-2-1,user18,0,15,36,9,False,False,both_wrong
train__c15__user18__2-2-2,user18,0,15,34,15,False,True,c1_only
train__c15__user18__2-2-3,user18,0,15,15,15,True,True,both_correct
train__c15__user18__3-3-1,user18,0,15,11,10,False,False,both_wrong
train__c15__user18__3-3-2,user18,0,15,11,10,False,False,both_wrong
train__c15__user18__3-3-3,user18,0,15,20,7,False,False,both_wrong
train__c15__user19__7-2-1,user19,2,15,0,0,False,False,both_wrong
train__c15__user19__7-2-2,user19,2,15,0,12,False,False,both_wrong
train__c15__user19__7-2-3,user19,2,15,0,0,False,False,both_wrong
train__c15__user20__3-2-1,user20,0,15,6,6,False,False,both_wrong
train__c15__user20__3-2-2,user20,0,15,6,6,False,False,both_wrong
train__c15__user20__3-2-3,user20,0,15,6,6,False,False,both_wrong
train__c15__user22__2-1-1,user22,2,15,9,9,False,False,both_wrong
train__c15__user22__2-1-2,user22,2,15,9,9,False,False,both_wrong
train__c15__user22__2-1-3,user22,2,15,9,9,False,False,both_wrong
train__c15__user5__5-1-1,user5,2,15,0,8,False,False,both_wrong
train__c15__user5__5-1-2,user5,2,15,0,0,False,False,both_wrong
train__c15__user5__5-1-3,user5,2,15,0,0,False,False,both_wrong
train__c15__user6__3-3-1,user6,2,15,10,9,False,False,both_wrong
train__c15__user6__3-3-3,user6,2,15,15,15,True,True,both_correct
train__c15__user6__6-2-1,user6,2,15,5,5,False,False,both_wrong
train__c15__user6__6-2-2,user6,2,15,5,5,False,False,both_wrong
train__c15__user6__6-2-3,user6,2,15,5,5,False,False,both_wrong
train__c15__user7__2-2-1,user7,2,15,9,9,False,False,both_wrong
train__c15__user7__2-2-2,user7,2,15,13,9,False,False,both_wrong
train__c15__user7__2-2-3,user7,2,15,15,15,True,True,both_correct
train__c15__user7__3-3-1,user7,2,15,15,15,True,True,both_correct
train__c15__user7__3-3-3,user7,2,15,15,15,True,True,both_correct
train__c15__user8__2-2-1,user8,1,15,0,0,False,False,both_wrong
train__c15__user8__2-2-2,user8,1,15,18,18,False,False,both_wrong
train__c15__user8__2-2-3,user8,1,15,0,18,False,False,both_wrong
train__c15__user8__3-3-1,user8,1,15,15,15,True,True,both_correct
train__c15__user8__3-3-2,user8,1,15,15,15,True,True,both_correct
train__c15__user8__3-3-3,user8,1,15,15,15,True,True,both_correct
train__c15__user9__7-2-1,user9,0,15,15,15,True,True,both_correct
train__c15__user9__7-2-2,user9,0,15,15,15,True,True,both_correct
train__c15__user9__7-2-3,user9,0,15,10,10,False,False,both_wrong
train__c16__user18__2-1-1,user18,0,16,20,20,False,False,both_wrong
train__c16__user18__2-1-2,user18,0,16,20,20,False,False,both_wrong
train__c16__user18__2-1-3,user18,0,16,20,20,False,False,both_wrong
train__c16__user22__3-2-1,user22,2,16,13,13,False,False,both_wrong
train__c16__user22__3-2-2,user22,2,16,13,13,False,False,both_wrong
train__c16__user22__3-2-3,user22,2,16,35,13,False,False,both_wrong
train__c16__user2__1-1-1,user2,1,16,31,31,False,False,both_wrong
train__c16__user2__1-1-2,user2,1,16,31,31,False,False,both_wrong
train__c16__user2__1-1-3,user2,1,16,31,31,False,False,both_wrong
train__c16__user7__6-1-1,user7,2,16,13,13,False,False,both_wrong
train__c16__user7__6-1-2,user7,2,16,20,13,False,False,both_wrong
train__c16__user7__6-1-3,user7,2,16,29,13,False,False,both_wrong
train__c16__user8__2-1-1,user8,1,16,0,33,False,False,both_wrong
train__c16__user8__2-1-2,user8,1,16,0,33,False,False,both_wrong
train__c16__user8__2-1-3,user8,1,16,0,33,False,False,both_wrong
train__c17__user16__4-1-1,user16,1,17,17,17,True,True,both_correct
train__c17__user16__4-1-2,user16,1,17,17,17,True,True,both_correct
train__c17__user16__4-1-3,user16,1,17,17,17,True,True,both_correct
train__c17__user18__5-1-1,user18,0,17,17,17,True,True,both_correct
train__c17__user18__5-1-2,user18,0,17,17,17,True,True,both_correct
train__c17__user18__5-1-3,user18,0,17,17,17,True,True,both_correct
train__c17__user19__1-2-1,user19,2,17,17,17,True,True,both_correct
train__c17__user19__1-2-2,user19,2,17,17,17,True,True,both_correct
train__c17__user19__1-2-3,user19,2,17,21,17,False,True,c1_only
train__c17__user19__4-1-1,user19,2,17,17,17,True,True,both_correct
train__c17__user19__4-1-2,user19,2,17,17,17,True,True,both_correct
train__c17__user19__4-1-3,user19,2,17,17,17,True,True,both_correct
train__c17__user19__4-3-1,user19,2,17,17,17,True,True,both_correct
train__c17__user19__4-3-2,user19,2,17,21,22,False,False,both_wrong
train__c17__user19__4-3-3,user19,2,17,21,17,False,True,c1_only
train__c17__user19__6-1-1,user19,2,17,22,17,False,True,c1_only
train__c17__user19__6-1-2,user19,2,17,17,17,True,True,both_correct
train__c17__user19__6-1-3,user19,2,17,17,17,True,True,both_correct
train__c17__user1__2-2-1,user1,1,17,17,17,True,True,both_correct
train__c17__user1__2-2-2,user1,1,17,17,17,True,True,both_correct
train__c17__user1__2-2-3,user1,1,17,17,17,True,True,both_correct
train__c17__user1__3-2-1,user1,1,17,17,17,True,True,both_correct
train__c17__user1__3-2-2,user1,1,17,17,18,True,False,c0_only
train__c17__user1__3-2-3,user1,1,17,17,18,True,False,c0_only
train__c17__user20__2-2-1,user20,0,17,17,17,True,True,both_correct
train__c17__user20__2-2-2,user20,0,17,17,17,True,True,both_correct
train__c17__user20__2-2-3,user20,0,17,17,17,True,True,both_correct
train__c17__user20__4-1-1,user20,0,17,26,24,False,False,both_wrong
train__c17__user20__4-1-2,user20,0,17,26,26,False,False,both_wrong
train__c17__user20__4-1-3,user20,0,17,26,24,False,False,both_wrong
train__c17__user20__5-1-1,user20,0,17,17,17,True,True,both_correct
train__c17__user20__5-1-2,user20,0,17,17,17,True,True,both_correct
train__c17__user20__5-1-3,user20,0,17,17,17,True,True,both_correct
train__c17__user22__1-2-1,user22,2,17,22,22,False,False,both_wrong
train__c17__user22__1-2-2,user22,2,17,22,22,False,False,both_wrong
train__c17__user22__1-2-3,user22,2,17,21,17,False,True,c1_only
train__c17__user22__4-1-1,user22,2,17,9,15,False,False,both_wrong
train__c17__user22__4-1-2,user22,2,17,17,15,True,False,c0_only
train__c17__user22__4-1-3,user22,2,17,17,15,True,False,c0_only
train__c17__user3__3-2-1,user3,0,17,17,17,True,True,both_correct
train__c17__user3__3-2-2,user3,0,17,17,17,True,True,both_correct
train__c17__user3__3-2-3,user3,0,17,17,17,True,True,both_correct
train__c17__user3__4-1-1,user3,0,17,17,17,True,True,both_correct
train__c17__user3__4-1-2,user3,0,17,17,17,True,True,both_correct
train__c17__user3__4-1-3,user3,0,17,17,17,True,True,both_correct
train__c17__user5__4-1-1,user5,2,17,22,22,False,False,both_wrong
train__c17__user5__4-1-2,user5,2,17,22,22,False,False,both_wrong
train__c17__user5__4-1-3,user5,2,17,22,22,False,False,both_wrong
train__c17__user6__4-1-1,user6,2,17,22,22,False,False,both_wrong
train__c17__user6__4-1-2,user6,2,17,22,22,False,False,both_wrong
train__c17__user6__4-1-3,user6,2,17,21,21,False,False,both_wrong
train__c17__user7__4-1-1,user7,2,17,17,17,True,True,both_correct
train__c17__user7__4-1-2,user7,2,17,17,17,True,True,both_correct
train__c17__user7__4-1-3,user7,2,17,10,9,False,False,both_wrong
train__c17__user7__6-3-1,user7,2,17,17,17,True,True,both_correct
train__c17__user8__5-1-1,user8,1,17,34,26,False,False,both_wrong
train__c17__user8__5-1-2,user8,1,17,34,26,False,False,both_wrong
train__c17__user8__5-1-3,user8,1,17,24,26,False,False,both_wrong
train__c17__user9__1-2-2,user9,0,17,17,34,True,False,c0_only
train__c17__user9__1-2-3,user9,0,17,34,34,False,False,both_wrong
train__c17__user9__4-1-1,user9,0,17,32,32,False,False,both_wrong
train__c17__user9__4-1-2,user9,0,17,17,20,True,False,c0_only
train__c17__user9__4-1-3,user9,0,17,34,34,False,False,both_wrong
train__c17__user9__4-3-1,user9,0,17,17,34,True,False,c0_only
train__c17__user9__4-3-2,user9,0,17,17,32,True,False,c0_only
train__c17__user9__4-3-3,user9,0,17,17,20,True,False,c0_only
train__c17__user9__6-1-1,user9,0,17,17,34,True,False,c0_only
train__c17__user9__6-1-2,user9,0,17,17,17,True,True,both_correct
train__c17__user9__6-1-3,user9,0,17,32,32,False,False,both_wrong
train__c18__user18__4-1-1,user18,0,18,22,22,False,False,both_wrong
train__c18__user18__4-1-2,user18,0,18,22,22,False,False,both_wrong
train__c18__user18__4-1-3,user18,0,18,8,8,False,False,both_wrong
train__c18__user18__6-2-1,user18,0,18,17,17,False,False,both_wrong
train__c18__user18__6-2-2,user18,0,18,34,17,False,False,both_wrong
train__c18__user18__6-2-3,user18,0,18,17,17,False,False,both_wrong
train__c18__user20__2-2-1,user20,0,18,17,17,False,False,both_wrong
train__c18__user20__2-2-2,user20,0,18,17,17,False,False,both_wrong
train__c18__user20__2-2-3,user20,0,18,17,17,False,False,both_wrong
train__c18__user22__3-1-1,user22,2,18,9,9,False,False,both_wrong
train__c18__user22__3-1-2,user22,2,18,9,9,False,False,both_wrong
train__c18__user2__4-1-2,user2,1,18,26,24,False,False,both_wrong
train__c18__user2__4-1-3,user2,1,18,26,24,False,False,both_wrong
train__c18__user2__4-3-1,user2,1,18,21,22,False,False,both_wrong
train__c18__user2__4-3-2,user2,1,18,17,18,False,True,c1_only
train__c18__user2__4-3-3,user2,1,18,17,18,False,True,c1_only
train__c18__user3__3-2-1,user3,0,18,17,17,False,False,both_wrong
train__c18__user3__3-2-2,user3,0,18,0,17,False,False,both_wrong
train__c18__user3__3-2-3,user3,0,18,10,9,False,False,both_wrong
train__c18__user5__4-3-1,user5,2,18,22,22,False,False,both_wrong
train__c18__user5__4-3-3,user5,2,18,22,18,False,True,c1_only
train__c18__user6__4-1-1,user6,2,18,22,22,False,False,both_wrong
train__c18__user6__4-1-2,user6,2,18,22,22,False,False,both_wrong
train__c18__user6__4-1-3,user6,2,18,21,21,False,False,both_wrong
train__c18__user8__6-2-1,user8,1,18,15,8,False,False,both_wrong
train__c18__user8__6-2-2,user8,1,18,15,8,False,False,both_wrong
train__c18__user8__6-2-3,user8,1,18,24,24,False,False,both_wrong
train__c19__user16__4-1-1,user16,1,19,23,19,False,True,c1_only
train__c19__user16__4-1-2,user16,1,19,22,22,False,False,both_wrong
train__c19__user16__4-1-3,user16,1,19,10,7,False,False,both_wrong
train__c19__user18__1-2-1,user18,0,19,23,23,False,False,both_wrong
train__c19__user18__1-2-2,user18,0,19,23,23,False,False,both_wrong
train__c19__user18__1-2-3,user18,0,19,29,20,False,False,both_wrong
train__c19__user18__2-1-1,user18,0,19,23,23,False,False,both_wrong
train__c19__user18__2-1-2,user18,0,19,23,33,False,False,both_wrong
train__c19__user18__2-1-3,user18,0,19,23,33,False,False,both_wrong
train__c19__user21__4-1-1,user21,0,19,26,26,False,False,both_wrong
train__c19__user21__4-1-2,user21,0,19,7,7,False,False,both_wrong
train__c19__user21__4-1-3,user21,0,19,7,7,False,False,both_wrong
train__c19__user22__4-1-1,user22,2,19,6,6,False,False,both_wrong
train__c19__user22__4-1-2,user22,2,19,11,24,False,False,both_wrong
train__c19__user22__4-1-3,user22,2,19,11,24,False,False,both_wrong
train__c19__user2__4-1-1,user2,1,19,6,19,False,True,c1_only
train__c19__user2__4-1-2,user2,1,19,6,6,False,False,both_wrong
train__c19__user2__4-1-3,user2,1,19,6,19,False,True,c1_only
train__c19__user3__3-2-1,user3,0,19,7,7,False,False,both_wrong
train__c19__user3__3-2-2,user3,0,19,7,7,False,False,both_wrong
train__c19__user3__3-2-3,user3,0,19,7,7,False,False,both_wrong
train__c19__user3__4-1-1,user3,0,19,7,7,False,False,both_wrong
train__c19__user3__4-1-2,user3,0,19,7,7,False,False,both_wrong
train__c19__user3__4-1-3,user3,0,19,7,7,False,False,both_wrong
train__c19__user5__4-1-1,user5,2,19,22,22,False,False,both_wrong
train__c19__user5__4-1-2,user5,2,19,22,22,False,False,both_wrong
train__c19__user5__4-1-3,user5,2,19,22,22,False,False,both_wrong
train__c19__user6__4-1-1,user6,2,19,22,23,False,False,both_wrong
train__c19__user6__4-1-2,user6,2,19,22,22,False,False,both_wrong
train__c19__user6__4-1-3,user6,2,19,22,22,False,False,both_wrong
train__c19__user8__1-2-1,user8,1,19,24,26,False,False,both_wrong
train__c19__user8__1-2-2,user8,1,19,24,26,False,False,both_wrong
train__c19__user8__1-2-3,user8,1,19,27,27,False,False,both_wrong
train__c19__user8__2-1-1,user8,1,19,34,34,False,False,both_wrong
train__c19__user8__2-1-3,user8,1,19,34,8,False,False,both_wrong
train__c20__user16__4-1-1,user16,1,20,17,21,False,False,both_wrong
train__c20__user16__4-1-2,user16,1,20,20,20,True,True,both_correct
train__c20__user16__4-1-3,user16,1,20,20,20,True,True,both_correct
train__c20__user16__5-3-1,user16,1,20,20,21,True,False,c0_only
train__c20__user16__5-3-2,user16,1,20,23,23,False,False,both_wrong
train__c20__user16__5-3-3,user16,1,20,23,6,False,False,both_wrong
train__c20__user16__7-3-1,user16,1,20,20,20,True,True,both_correct
train__c20__user16__7-3-2,user16,1,20,20,20,True,True,both_correct
train__c20__user16__7-3-3,user16,1,20,29,20,False,True,c1_only
train__c20__user18__2-1-1,user18,0,20,23,23,False,False,both_wrong
train__c20__user18__2-1-2,user18,0,20,6,6,False,False,both_wrong
train__c20__user18__2-1-3,user18,0,20,23,6,False,False,both_wrong
train__c20__user18__5-1-1,user18,0,20,23,23,False,False,both_wrong
train__c20__user18__5-1-2,user18,0,20,23,23,False,False,both_wrong
train__c20__user18__5-1-3,user18,0,20,23,23,False,False,both_wrong
train__c20__user18__6-2-1,user18,0,20,6,23,False,False,both_wrong
train__c20__user18__6-2-2,user18,0,20,31,23,False,False,both_wrong
train__c20__user18__6-2-3,user18,0,20,23,23,False,False,both_wrong
train__c20__user19__4-1-1,user19,2,20,20,20,True,True,both_correct
train__c20__user19__4-1-2,user19,2,20,20,20,True,True,both_correct
train__c20__user19__4-1-3,user19,2,20,20,20,True,True,both_correct
train__c20__user19__5-3-1,user19,2,20,20,20,True,True,both_correct
train__c20__user19__5-3-2,user19,2,20,20,20,True,True,both_correct
train__c20__user19__5-3-3,user19,2,20,20,20,True,True,both_correct
train__c20__user1__3-2-1,user1,1,20,10,11,False,False,both_wrong
train__c20__user1__3-2-2,user1,1,20,17,11,False,False,both_wrong
train__c20__user1__3-2-3,user1,1,20,17,18,False,False,both_wrong
train__c20__user1__5-1-1,user1,1,20,6,6,False,False,both_wrong
