sample_id,user_id,fold,label,c1_prediction,t2_prediction,c1_correct,t2_correct,retained_length,length_bucket,outcome
train__c10__user18__7-2-3,user18,0,10,10,10,True,True,14,<=15,both_correct
train__c10__user19__2-1-1,user19,2,10,11,11,False,False,41,32-63,both_wrong
train__c10__user19__2-1-2,user19,2,10,11,11,False,False,30,16-31,both_wrong
train__c10__user19__2-1-3,user19,2,10,11,11,False,False,8,<=15,both_wrong
train__c10__user19__3-2-1,user19,2,10,11,11,False,False,13,<=15,both_wrong
train__c10__user19__3-2-2,user19,2,10,8,9,False,False,7,<=15,both_wrong
train__c10__user19__3-2-3,user19,2,10,10,10,True,True,6,<=15,both_correct
train__c10__user19__7-2-1,user19,2,10,11,10,False,True,15,<=15,t2_only
train__c10__user19__7-2-2,user19,2,10,10,10,True,True,20,16-31,both_correct
train__c10__user19__7-2-3,user19,2,10,10,10,True,True,16,16-31,both_correct
train__c10__user1__2-1-1,user1,1,10,7,7,False,False,37,32-63,both_wrong
train__c10__user1__2-1-2,user1,1,10,11,11,False,False,24,16-31,both_wrong
train__c10__user1__2-1-3,user1,1,10,11,11,False,False,25,16-31,both_wrong
train__c10__user1__3-1-1,user1,1,10,7,7,False,False,36,32-63,both_wrong
train__c10__user1__3-1-2,user1,1,10,11,11,False,False,37,32-63,both_wrong
train__c10__user1__3-1-3,user1,1,10,29,29,False,False,17,16-31,both_wrong
train__c10__user1__4-1-1,user1,1,10,6,6,False,False,26,16-31,both_wrong
train__c10__user20__3-1-1,user20,0,10,9,9,False,False,29,16-31,both_wrong
train__c10__user20__3-1-2,user20,0,10,9,9,False,False,42,32-63,both_wrong
train__c10__user20__3-1-3,user20,0,10,9,9,False,False,21,16-31,both_wrong
train__c10__user20__5-1-1,user20,0,10,17,17,False,False,9,<=15,both_wrong
train__c10__user20__5-1-2,user20,0,10,21,22,False,False,21,16-31,both_wrong
train__c10__user20__5-1-3,user20,0,10,21,22,False,False,33,32-63,both_wrong
train__c10__user20__6-3-1,user20,0,10,34,32,False,False,29,16-31,both_wrong
train__c10__user20__6-3-2,user20,0,10,34,13,False,False,16,16-31,both_wrong
train__c10__user20__6-3-3,user20,0,10,13,13,False,False,25,16-31,both_wrong
train__c10__user20__7-1-1,user20,0,10,7,10,False,True,31,16-31,t2_only
train__c10__user20__7-1-2,user20,0,10,10,10,True,True,28,16-31,both_correct
train__c10__user20__7-1-3,user20,0,10,10,9,True,False,6,<=15,c1_only
train__c10__user22__4-3-1,user22,2,10,15,9,False,False,10,<=15,both_wrong
train__c10__user22__4-3-2,user22,2,10,20,20,False,False,22,16-31,both_wrong
train__c10__user22__4-3-3,user22,2,10,15,9,False,False,13,<=15,both_wrong
train__c10__user2__6-1-1,user2,1,10,15,15,False,False,45,32-63,both_wrong
train__c10__user2__6-1-2,user2,1,10,15,15,False,False,14,<=15,both_wrong
train__c10__user3__4-1-1,user3,0,10,7,26,False,False,24,16-31,both_wrong
train__c10__user3__4-1-2,user3,0,10,7,7,False,False,13,<=15,both_wrong
train__c10__user3__4-1-3,user3,0,10,7,7,False,False,12,<=15,both_wrong
train__c10__user3__5-1-1,user3,0,10,11,11,False,False,38,32-63,both_wrong
train__c10__user3__5-1-2,user3,0,10,9,9,False,False,18,16-31,both_wrong
train__c10__user3__5-1-3,user3,0,10,11,11,False,False,17,16-31,both_wrong
train__c10__user3__7-1-1,user3,0,10,7,7,False,False,29,16-31,both_wrong
train__c10__user3__7-1-2,user3,0,10,20,26,False,False,16,16-31,both_wrong
train__c10__user3__7-1-3,user3,0,10,7,39,False,False,11,<=15,both_wrong
train__c10__user5__1-2-1,user5,2,10,7,7,False,False,32,32-63,both_wrong
train__c10__user5__1-2-2,user5,2,10,7,7,False,False,30,16-31,both_wrong
train__c10__user5__4-2-1,user5,2,10,7,7,False,False,7,<=15,both_wrong
train__c10__user5__4-2-2,user5,2,10,7,7,False,False,33,32-63,both_wrong
train__c10__user5__4-2-3,user5,2,10,0,0,False,False,36,32-63,both_wrong
train__c10__user6__1-2-1,user6,2,10,9,9,False,False,30,16-31,both_wrong
train__c10__user6__1-2-2,user6,2,10,9,9,False,False,23,16-31,both_wrong
train__c10__user6__1-2-3,user6,2,10,8,8,False,False,13,<=15,both_wrong
train__c10__user6__2-1-1,user6,2,10,9,9,False,False,61,32-63,both_wrong
train__c10__user6__2-1-2,user6,2,10,9,9,False,False,40,32-63,both_wrong
train__c10__user6__2-1-3,user6,2,10,9,9,False,False,37,32-63,both_wrong
train__c10__user6__7-2-1,user6,2,10,9,9,False,False,24,16-31,both_wrong
train__c10__user6__7-2-2,user6,2,10,9,9,False,False,23,16-31,both_wrong
train__c10__user6__7-2-3,user6,2,10,9,9,False,False,15,<=15,both_wrong
train__c10__user7__2-1-1,user7,2,10,9,9,False,False,24,16-31,both_wrong
train__c10__user7__2-1-2,user7,2,10,9,9,False,False,18,16-31,both_wrong
train__c10__user7__2-1-3,user7,2,10,11,9,False,False,19,16-31,both_wrong
train__c10__user7__2-2-1,user7,2,10,20,20,False,False,21,16-31,both_wrong
train__c10__user7__2-2-2,user7,2,10,9,9,False,False,21,16-31,both_wrong
train__c10__user7__2-2-3,user7,2,10,20,20,False,False,11,<=15,both_wrong
train__c10__user7__5-2-1,user7,2,10,11,11,False,False,20,16-31,both_wrong
train__c10__user7__5-2-2,user7,2,10,11,11,False,False,23,16-31,both_wrong
train__c10__user7__5-2-3,user7,2,10,11,11,False,False,17,16-31,both_wrong
train__c10__user8__3-2-1,user8,1,10,14,4,False,False,28,16-31,both_wrong
train__c10__user8__3-2-2,user8,1,10,14,4,False,False,42,32-63,both_wrong
train__c10__user8__3-2-3,user8,1,10,4,4,False,False,33,32-63,both_wrong
train__c10__user8__4-2-1,user8,1,10,10,10,True,True,47,32-63,both_correct
train__c10__user8__4-2-2,user8,1,10,8,9,False,False,8,<=15,both_wrong
train__c10__user8__4-2-3,user8,1,10,10,10,True,True,28,16-31,both_correct
train__c10__user8__7-2-1,user8,1,10,11,10,False,True,22,16-31,t2_only
train__c10__user8__7-2-2,user8,1,10,9,10,False,True,17,16-31,t2_only
train__c10__user8__7-2-3,user8,1,10,10,10,True,True,11,<=15,both_correct
train__c10__user9__2-1-1,user9,0,10,11,11,False,False,24,16-31,both_wrong
train__c10__user9__2-1-2,user9,0,10,10,10,True,True,33,32-63,both_correct
train__c10__user9__2-1-3,user9,0,10,10,10,True,True,34,32-63,both_correct
train__c10__user9__3-2-1,user9,0,10,10,10,True,True,27,16-31,both_correct
train__c10__user9__3-2-2,user9,0,10,11,11,False,False,20,16-31,both_wrong
train__c10__user9__3-2-3,user9,0,10,10,10,True,True,6,<=15,both_correct
train__c10__user9__7-2-1,user9,0,10,11,11,False,False,20,16-31,both_wrong
train__c10__user9__7-2-2,user9,0,10,7,11,False,False,12,<=15,both_wrong
train__c10__user9__7-2-3,user9,0,10,7,7,False,False,18,16-31,both_wrong
train__c11__user16__1-2-1,user16,1,11,10,10,False,False,50,32-63,both_wrong
train__c11__user16__1-2-2,user16,1,11,11,11,True,True,52,32-63,both_correct
train__c11__user16__1-2-3,user16,1,11,11,11,True,True,24,16-31,both_correct
train__c11__user16__3-2-1,user16,1,11,11,10,True,False,17,16-31,c1_only
train__c11__user16__3-2-2,user16,1,11,10,10,False,False,21,16-31,both_wrong
train__c11__user16__3-2-3,user16,1,11,11,10,True,False,14,<=15,c1_only
train__c11__user16__5-2-1,user16,1,11,11,10,True,False,38,32-63,c1_only
train__c11__user16__5-2-2,user16,1,11,11,7,True,False,27,16-31,c1_only
train__c11__user16__5-2-3,user16,1,11,11,11,True,True,11,<=15,both_correct
train__c11__user18__4-2-1,user18,0,11,9,9,False,False,25,16-31,both_wrong
train__c11__user18__4-2-2,user18,0,11,32,32,False,False,12,<=15,both_wrong
train__c11__user18__4-2-3,user18,0,11,10,10,False,False,16,16-31,both_wrong
train__c11__user18__6-2-1,user18,0,11,7,26,False,False,92,>=64,both_wrong
train__c11__user18__6-2-2,user18,0,11,23,26,False,False,21,16-31,both_wrong
train__c11__user18__6-2-3,user18,0,11,23,23,False,False,23,16-31,both_wrong
train__c11__user18__7-2-1,user18,0,11,10,10,False,False,25,16-31,both_wrong
train__c11__user18__7-2-2,user18,0,11,10,8,False,False,20,16-31,both_wrong
train__c11__user18__7-2-3,user18,0,11,34,17,False,False,19,16-31,both_wrong
train__c11__user19__2-3-1,user19,2,11,11,11,True,True,53,32-63,both_correct
train__c11__user19__2-3-2,user19,2,11,11,11,True,True,44,32-63,both_correct
train__c11__user19__2-3-3,user19,2,11,10,10,False,False,31,16-31,both_wrong
train__c11__user1__1-2-1,user1,1,11,4,4,False,False,38,32-63,both_wrong
train__c11__user1__1-2-2,user1,1,11,4,4,False,False,49,32-63,both_wrong
train__c11__user1__4-1-1,user1,1,11,7,7,False,False,108,>=64,both_wrong
train__c11__user1__4-1-2,user1,1,11,11,11,True,True,109,>=64,both_correct
train__c11__user1__4-1-3,user1,1,11,2,7,False,False,36,32-63,both_wrong
train__c11__user1__6-1-1,user1,1,11,7,7,False,False,36,32-63,both_wrong
train__c11__user1__6-1-2,user1,1,11,7,7,False,False,29,16-31,both_wrong
train__c11__user1__6-1-3,user1,1,11,7,7,False,False,12,<=15,both_wrong
train__c11__user21__5-2-1,user21,0,11,7,7,False,False,51,32-63,both_wrong
train__c11__user21__5-2-2,user21,0,11,7,24,False,False,64,>=64,both_wrong
train__c11__user21__5-2-3,user21,0,11,7,22,False,False,33,32-63,both_wrong
train__c11__user22__3-3-1,user22,2,11,7,7,False,False,13,<=15,both_wrong
train__c11__user22__3-3-2,user22,2,11,7,10,False,False,6,<=15,both_wrong
train__c11__user22__3-3-3,user22,2,11,7,7,False,False,7,<=15,both_wrong
train__c11__user22__4-3-1,user22,2,11,10,10,False,False,29,16-31,both_wrong
train__c11__user22__4-3-2,user22,2,11,23,23,False,False,21,16-31,both_wrong
train__c11__user22__4-3-3,user22,2,11,19,19,False,False,22,16-31,both_wrong
train__c11__user22__5-2-1,user22,2,11,19,19,False,False,45,32-63,both_wrong
train__c11__user22__5-2-2,user22,2,11,19,11,False,True,32,32-63,t2_only
train__c11__user22__5-2-3,user22,2,11,19,11,False,True,33,32-63,t2_only
train__c11__user2__5-2-1,user2,1,11,10,10,False,False,103,>=64,both_wrong
train__c11__user2__5-2-2,user2,1,11,10,11,False,True,33,32-63,t2_only
train__c11__user2__5-2-3,user2,1,11,10,11,False,True,18,16-31,t2_only
train__c11__user2__7-2-1,user2,1,11,11,11,True,True,50,32-63,both_correct
train__c11__user2__7-2-2,user2,1,11,11,11,True,True,17,16-31,both_correct
train__c11__user2__7-2-3,user2,1,11,4,11,False,True,7,<=15,t2_only
train__c11__user3__3-1-1,user3,0,11,11,11,True,True,22,16-31,both_correct
train__c11__user3__3-1-2,user3,0,11,11,11,True,True,31,16-31,both_correct
train__c11__user3__3-1-3,user3,0,11,9,11,False,True,11,<=15,t2_only
train__c11__user3__4-1-1,user3,0,11,24,26,False,False,40,32-63,both_wrong
train__c11__user3__4-1-2,user3,0,11,7,26,False,False,37,32-63,both_wrong
train__c11__user5__1-2-1,user5,2,11,7,7,False,False,101,>=64,both_wrong
train__c11__user5__1-2-2,user5,2,11,1,1,False,False,51,32-63,both_wrong
train__c11__user5__1-2-3,user5,2,11,7,7,False,False,36,32-63,both_wrong
train__c11__user5__2-1-1,user5,2,11,7,7,False,False,82,>=64,both_wrong
train__c11__user5__2-1-2,user5,2,11,18,18,False,False,79,>=64,both_wrong
train__c11__user5__2-1-3,user5,2,11,17,7,False,False,30,16-31,both_wrong
train__c11__user5__3-2-1,user5,2,11,7,7,False,False,71,>=64,both_wrong
train__c11__user5__3-2-2,user5,2,11,7,7,False,False,28,16-31,both_wrong
train__c11__user5__3-2-3,user5,2,11,7,4,False,False,29,16-31,both_wrong
train__c11__user5__6-2-1,user5,2,11,7,7,False,False,55,32-63,both_wrong
train__c11__user5__6-2-2,user5,2,11,7,7,False,False,54,32-63,both_wrong
train__c11__user5__6-2-3,user5,2,11,7,7,False,False,23,16-31,both_wrong
train__c11__user6__1-2-1,user6,2,11,11,11,True,True,46,32-63,both_correct
train__c11__user6__1-2-2,user6,2,11,11,11,True,True,24,16-31,both_correct
train__c11__user6__1-2-3,user6,2,11,11,11,True,True,11,<=15,both_correct
train__c11__user6__3-2-1,user6,2,11,7,7,False,False,34,32-63,both_wrong
train__c11__user6__3-2-2,user6,2,11,7,7,False,False,26,16-31,both_wrong
train__c11__user6__3-2-3,user6,2,11,37,4,False,False,23,16-31,both_wrong
train__c11__user6__5-2-1,user6,2,11,7,7,False,False,51,32-63,both_wrong
train__c11__user6__5-2-2,user6,2,11,7,7,False,False,41,32-63,both_wrong
train__c11__user6__5-2-3,user6,2,11,7,7,False,False,14,<=15,both_wrong
train__c11__user7__7-2-1,user7,2,11,11,11,True,True,57,32-63,both_correct
train__c11__user7__7-2-2,user7,2,11,7,7,False,False,42,32-63,both_wrong
train__c11__user7__7-2-3,user7,2,11,7,7,False,False,18,16-31,both_wrong
train__c11__user8__4-2-1,user8,1,11,10,10,False,False,24,16-31,both_wrong
train__c11__user8__4-2-2,user8,1,11,9,9,False,False,12,<=15,both_wrong
train__c11__user8__4-2-3,user8,1,11,10,10,False,False,21,16-31,both_wrong
train__c11__user8__6-2-1,user8,1,11,9,10,False,False,107,>=64,both_wrong
train__c11__user8__6-2-2,user8,1,11,8,8,False,False,36,32-63,both_wrong
train__c11__user8__6-2-3,user8,1,11,10,7,False,False,59,32-63,both_wrong
train__c11__user8__7-2-1,user8,1,11,10,10,False,False,28,16-31,both_wrong
train__c11__user8__7-2-2,user8,1,11,10,10,False,False,17,16-31,both_wrong
train__c11__user8__7-2-3,user8,1,11,10,10,False,False,5,<=15,both_wrong
train__c11__user9__2-3-1,user9,0,11,7,11,False,True,45,32-63,t2_only
train__c11__user9__2-3-2,user9,0,11,7,11,False,True,38,32-63,t2_only
train__c11__user9__2-3-3,user9,0,11,7,11,False,True,26,16-31,t2_only
train__c12__user16__3-1-1,user16,1,12,12,12,True,True,102,>=64,both_correct
train__c12__user16__3-1-2,user16,1,12,12,12,True,True,114,>=64,both_correct
train__c12__user16__3-1-3,user16,1,12,12,12,True,True,66,>=64,both_correct
train__c12__user16__6-2-1,user16,1,12,12,12,True,True,67,>=64,both_correct
train__c12__user16__6-2-2,user16,1,12,12,12,True,True,45,32-63,both_correct
train__c12__user16__6-2-3,user16,1,12,12,12,True,True,45,32-63,both_correct
train__c12__user18__3-1-1,user18,0,12,9,15,False,False,46,32-63,both_wrong
train__c12__user18__3-1-2,user18,0,12,13,13,False,False,15,<=15,both_wrong
train__c12__user18__3-1-3,user18,0,12,13,13,False,False,29,16-31,both_wrong
train__c12__user19__3-3-1,user19,2,12,12,12,True,True,33,32-63,both_correct
train__c12__user19__3-3-2,user19,2,12,12,12,True,True,30,16-31,both_correct
train__c12__user19__3-3-3,user19,2,12,12,9,True,False,16,16-31,c1_only
train__c12__user19__7-2-1,user19,2,12,12,12,True,True,51,32-63,both_correct
train__c12__user19__7-2-2,user19,2,12,12,9,True,False,32,32-63,c1_only
train__c12__user19__7-2-3,user19,2,12,12,9,True,False,24,16-31,c1_only
train__c12__user1__6-2-1,user1,1,12,12,12,True,True,106,>=64,both_correct
train__c12__user1__6-2-2,user1,1,12,12,12,True,True,94,>=64,both_correct
train__c12__user1__6-2-3,user1,1,12,12,12,True,True,67,>=64,both_correct
train__c12__user20__2-1-1,user20,0,12,12,20,True,False,100,>=64,c1_only
train__c12__user20__2-1-2,user20,0,12,28,12,False,True,60,32-63,t2_only
train__c12__user20__2-1-3,user20,0,12,32,12,False,True,32,32-63,t2_only
train__c12__user20__3-2-1,user20,0,12,17,20,False,False,47,32-63,both_wrong
train__c12__user20__3-2-2,user20,0,12,17,20,False,False,37,32-63,both_wrong
train__c12__user20__3-2-3,user20,0,12,17,20,False,False,25,16-31,both_wrong
train__c12__user21__2-1-1,user21,0,12,9,9,False,False,108,>=64,both_wrong
train__c12__user21__2-1-2,user21,0,12,9,9,False,False,106,>=64,both_wrong
train__c12__user21__2-1-3,user21,0,12,9,9,False,False,68,>=64,both_wrong
train__c12__user2__3-1-1,user2,1,12,34,34,False,False,56,32-63,both_wrong
train__c12__user2__3-1-2,user2,1,12,13,12,False,True,90,>=64,t2_only
train__c12__user2__3-1-3,user2,1,12,12,12,True,True,54,32-63,both_correct
train__c12__user3__6-2-1,user3,0,12,12,28,True,False,59,32-63,c1_only
train__c12__user3__6-2-2,user3,0,12,13,13,False,False,67,>=64,both_wrong
train__c12__user3__6-2-3,user3,0,12,12,35,True,False,31,16-31,c1_only
train__c12__user5__3-1-1,user5,2,12,13,13,False,False,161,>=64,both_wrong
train__c12__user5__3-1-2,user5,2,12,13,13,False,False,179,>=64,both_wrong
train__c12__user5__3-1-3,user5,2,12,13,13,False,False,99,>=64,both_wrong
train__c12__user6__3-1-1,user6,2,12,12,12,True,True,236,>=64,both_correct
train__c12__user6__3-1-2,user6,2,12,13,13,False,False,101,>=64,both_wrong
train__c12__user6__3-1-3,user6,2,12,13,13,False,False,50,32-63,both_wrong
train__c12__user6__6-2-1,user6,2,12,36,36,False,False,54,32-63,both_wrong
train__c12__user6__6-2-2,user6,2,12,15,9,False,False,15,<=15,both_wrong
train__c12__user6__6-2-3,user6,2,12,15,15,False,False,39,32-63,both_wrong
train__c12__user7__3-1-1,user7,2,12,13,13,False,False,70,>=64,both_wrong
train__c12__user7__3-1-2,user7,2,12,13,13,False,False,42,32-63,both_wrong
train__c12__user7__3-1-3,user7,2,12,13,13,False,False,32,32-63,both_wrong
train__c12__user8__3-1-1,user8,1,12,0,0,False,False,74,>=64,both_wrong
train__c12__user8__3-1-2,user8,1,12,0,0,False,False,37,32-63,both_wrong
train__c12__user8__3-1-3,user8,1,12,15,0,False,False,47,32-63,both_wrong
train__c12__user9__3-3-1,user9,0,12,12,32,True,False,43,32-63,c1_only
train__c12__user9__3-3-2,user9,0,12,36,32,False,False,49,32-63,both_wrong
train__c12__user9__3-3-3,user9,0,12,12,12,True,True,41,32-63,both_correct
train__c12__user9__7-2-1,user9,0,12,34,12,False,True,28,16-31,t2_only
train__c12__user9__7-2-2,user9,0,12,34,34,False,False,13,<=15,both_wrong
train__c12__user9__7-2-3,user9,0,12,32,12,False,True,18,16-31,t2_only
train__c13__user16__3-1-1,user16,1,13,12,12,False,False,78,>=64,both_wrong
train__c13__user16__3-1-2,user16,1,13,13,13,True,True,89,>=64,both_correct
train__c13__user16__3-1-3,user16,1,13,13,13,True,True,42,32-63,both_correct
train__c13__user18__3-1-1,user18,0,13,13,13,True,True,38,32-63,both_correct
train__c13__user18__3-1-2,user18,0,13,13,13,True,True,30,16-31,both_correct
train__c13__user18__3-1-3,user18,0,13,13,13,True,True,33,32-63,both_correct
train__c13__user19__3-3-1,user19,2,13,13,13,True,True,35,32-63,both_correct
train__c13__user19__3-3-2,user19,2,13,12,12,False,False,45,32-63,both_wrong
train__c13__user19__3-3-3,user19,2,13,36,13,False,True,19,16-31,t2_only
train__c13__user19__7-2-1,user19,2,13,12,9,False,False,69,>=64,both_wrong
train__c13__user19__7-2-2,user19,2,13,12,12,False,False,26,16-31,both_wrong
train__c13__user19__7-2-3,user19,2,13,12,12,False,False,24,16-31,both_wrong
train__c13__user1__3-2-1,user1,1,13,13,13,True,True,105,>=64,both_correct
train__c13__user1__3-2-2,user1,1,13,13,13,True,True,124,>=64,both_correct
train__c13__user1__3-2-3,user1,1,13,13,13,True,True,80,>=64,both_correct
train__c13__user20__2-1-1,user20,0,13,32,20,False,False,75,>=64,both_wrong
train__c13__user20__2-1-2,user20,0,13,32,12,False,False,35,32-63,both_wrong
train__c13__user20__2-1-3,user20,0,13,12,12,False,False,13,<=15,both_wrong
train__c13__user20__3-2-1,user20,0,13,17,20,False,False,50,32-63,both_wrong
train__c13__user20__3-2-2,user20,0,13,17,20,False,False,33,32-63,both_wrong
train__c13__user20__3-2-3,user20,0,13,17,17,False,False,20,16-31,both_wrong
train__c13__user20__6-3-1,user20,0,13,12,12,False,False,48,32-63,both_wrong
train__c13__user20__6-3-2,user20,0,13,12,12,False,False,23,16-31,both_wrong
train__c13__user20__6-3-3,user20,0,13,29,12,False,False,45,32-63,both_wrong
train__c13__user21__2-1-1,user21,0,13,9,9,False,False,41,32-63,both_wrong
train__c13__user21__2-1-2,user21,0,13,9,9,False,False,49,32-63,both_wrong
train__c13__user21__2-1-3,user21,0,13,9,9,False,False,24,16-31,both_wrong
train__c13__user2__3-1-1,user2,1,13,20,12,False,False,27,16-31,both_wrong
train__c13__user2__3-1-2,user2,1,13,13,13,True,True,16,16-31,both_correct
train__c13__user2__3-1-3,user2,1,13,13,13,True,True,20,16-31,both_correct
train__c13__user5__5-1-1,user5,2,13,0,0,False,False,65,>=64,both_wrong
train__c13__user5__5-1-2,user5,2,13,0,0,False,False,71,>=64,both_wrong
train__c13__user5__5-1-3,user5,2,13,0,0,False,False,36,32-63,both_wrong
train__c13__user5__7-2-1,user5,2,13,0,0,False,False,70,>=64,both_wrong
train__c13__user5__7-2-2,user5,2,13,0,0,False,False,51,32-63,both_wrong
train__c13__user5__7-2-3,user5,2,13,0,0,False,False,35,32-63,both_wrong
train__c13__user6__3-1-1,user6,2,13,12,36,False,False,111,>=64,both_wrong
train__c13__user6__3-1-2,user6,2,13,36,36,False,False,63,32-63,both_wrong
train__c13__user6__3-1-3,user6,2,13,13,13,True,True,31,16-31,both_correct
train__c13__user7__3-1-1,user7,2,13,13,9,True,False,54,32-63,c1_only
train__c13__user7__3-1-2,user7,2,13,13,13,True,True,53,32-63,both_correct
train__c13__user7__3-1-3,user7,2,13,13,15,True,False,28,16-31,c1_only
train__c13__user8__3-1-1,user8,1,13,0,0,False,False,57,32-63,both_wrong
train__c13__user8__3-1-3,user8,1,13,32,32,False,False,50,32-63,both_wrong
train__c13__user9__3-3-1,user9,0,13,36,32,False,False,33,32-63,both_wrong
train__c13__user9__3-3-2,user9,0,13,13,13,True,True,32,32-63,both_correct
train__c13__user9__3-3-3,user9,0,13,13,35,True,False,24,16-31,c1_only
train__c13__user9__7-2-1,user9,0,13,34,34,False,False,27,16-31,both_wrong
train__c13__user9__7-2-2,user9,0,13,12,12,False,False,11,<=15,both_wrong
train__c13__user9__7-2-3,user9,0,13,34,34,False,False,22,16-31,both_wrong
train__c14__user16__3-2-1,user16,1,14,9,9,False,False,32,32-63,both_wrong
train__c14__user16__3-2-2,user16,1,14,9,9,False,False,39,32-63,both_wrong
train__c14__user16__3-2-3,user16,1,14,9,9,False,False,26,16-31,both_wrong
train__c14__user18__3-2-1,user18,0,14,9,9,False,False,27,16-31,both_wrong
train__c14__user18__3-2-2,user18,0,14,9,9,False,False,25,16-31,both_wrong
train__c14__user18__3-2-3,user18,0,14,9,9,False,False,28,16-31,both_wrong
train__c14__user1__1-2-1,user1,1,14,4,4,False,False,32,32-63,both_wrong
train__c14__user1__1-2-2,user1,1,14,11,11,False,False,19,16-31,both_wrong
train__c14__user1__4-1-1,user1,1,14,6,6,False,False,30,16-31,both_wrong
train__c14__user1__4-1-2,user1,1,14,6,6,False,False,32,32-63,both_wrong
train__c14__user1__4-1-3,user1,1,14,6,6,False,False,23,16-31,both_wrong
train__c14__user20__3-1-1,user20,0,14,11,10,False,False,48,32-63,both_wrong
train__c14__user20__3-1-2,user20,0,14,6,10,False,False,38,32-63,both_wrong
train__c14__user20__3-1-3,user20,0,14,7,10,False,False,33,32-63,both_wrong
train__c14__user22__2-1-1,user22,2,14,9,9,False,False,31,16-31,both_wrong
train__c14__user22__2-1-2,user22,2,14,9,9,False,False,23,16-31,both_wrong
train__c14__user22__2-1-3,user22,2,14,9,9,False,False,13,<=15,both_wrong
train__c14__user3__3-1-1,user3,0,14,7,7,False,False,63,32-63,both_wrong
train__c14__user3__3-1-2,user3,0,14,11,10,False,False,55,32-63,both_wrong
train__c14__user3__3-1-3,user3,0,14,9,9,False,False,66,>=64,both_wrong
train__c14__user6__3-2-1,user6,2,14,6,6,False,False,66,>=64,both_wrong
train__c14__user6__3-2-2,user6,2,14,38,6,False,False,65,>=64,both_wrong
train__c14__user6__3-2-3,user6,2,14,5,14,False,True,47,32-63,t2_only
train__c14__user7__3-2-1,user7,2,14,38,14,False,True,69,>=64,t2_only
train__c14__user7__3-2-2,user7,2,14,38,38,False,False,50,32-63,both_wrong
train__c14__user7__3-2-3,user7,2,14,9,9,False,False,26,16-31,both_wrong
train__c14__user8__3-2-1,user8,1,14,29,29,False,False,57,32-63,both_wrong
train__c14__user8__3-2-2,user8,1,14,15,15,False,False,64,>=64,both_wrong
train__c14__user8__3-2-3,user8,1,14,4,4,False,False,53,32-63,both_wrong
train__c15__user16__3-3-1,user16,1,15,17,17,False,False,41,32-63,both_wrong
train__c15__user16__3-3-2,user16,1,15,17,17,False,False,21,16-31,both_wrong
train__c15__user16__3-3-3,user16,1,15,17,17,False,False,14,<=15,both_wrong
train__c15__user16__6-2-1,user16,1,15,15,9,True,False,53,32-63,c1_only
train__c15__user16__6-2-2,user16,1,15,15,9,True,False,35,32-63,c1_only
train__c15__user16__6-2-3,user16,1,15,15,9,True,False,47,32-63,c1_only
train__c15__user18__2-2-1,user18,0,15,9,8,False,False,36,32-63,both_wrong
train__c15__user18__2-2-2,user18,0,15,15,32,True,False,36,32-63,c1_only
train__c15__user18__2-2-3,user18,0,15,15,15,True,True,25,16-31,both_correct
train__c15__user18__3-3-1,user18,0,15,10,11,False,False,42,32-63,both_wrong
train__c15__user18__3-3-2,user18,0,15,10,11,False,False,27,16-31,both_wrong
train__c15__user18__3-3-3,user18,0,15,7,8,False,False,45,32-63,both_wrong
train__c15__user19__7-2-1,user19,2,15,0,0,False,False,16,16-31,both_wrong
train__c15__user19__7-2-2,user19,2,15,12,15,False,True,39,32-63,t2_only
train__c15__user19__7-2-3,user19,2,15,0,0,False,False,31,16-31,both_wrong
train__c15__user20__3-2-1,user20,0,15,6,8,False,False,36,32-63,both_wrong
train__c15__user20__3-2-2,user20,0,15,6,8,False,False,47,32-63,both_wrong
train__c15__user20__3-2-3,user20,0,15,6,2,False,False,14,<=15,both_wrong
train__c15__user22__2-1-1,user22,2,15,9,9,False,False,50,32-63,both_wrong
train__c15__user22__2-1-2,user22,2,15,9,9,False,False,53,32-63,both_wrong
train__c15__user22__2-1-3,user22,2,15,9,9,False,False,10,<=15,both_wrong
train__c15__user5__5-1-1,user5,2,15,8,8,False,False,42,32-63,both_wrong
train__c15__user5__5-1-2,user5,2,15,0,0,False,False,70,>=64,both_wrong
train__c15__user5__5-1-3,user5,2,15,0,0,False,False,34,32-63,both_wrong
train__c15__user6__3-3-1,user6,2,15,9,10,False,False,73,>=64,both_wrong
train__c15__user6__3-3-3,user6,2,15,15,15,True,True,42,32-63,both_correct
train__c15__user6__6-2-1,user6,2,15,5,5,False,False,41,32-63,both_wrong
train__c15__user6__6-2-2,user6,2,15,5,5,False,False,17,16-31,both_wrong
train__c15__user6__6-2-3,user6,2,15,5,5,False,False,31,16-31,both_wrong
train__c15__user7__2-2-1,user7,2,15,9,9,False,False,24,16-31,both_wrong
train__c15__user7__2-2-2,user7,2,15,9,9,False,False,30,16-31,both_wrong
train__c15__user7__2-2-3,user7,2,15,15,15,True,True,16,16-31,both_correct
train__c15__user7__3-3-1,user7,2,15,15,15,True,True,68,>=64,both_correct
train__c15__user7__3-3-3,user7,2,15,15,10,True,False,42,32-63,c1_only
train__c15__user8__2-2-1,user8,1,15,0,0,False,False,38,32-63,both_wrong
train__c15__user8__2-2-2,user8,1,15,18,18,False,False,37,32-63,both_wrong
train__c15__user8__2-2-3,user8,1,15,18,33,False,False,27,16-31,both_wrong
